numero,nombre,causa contaminante,area influencia (kms),descripcion,fecha apertura,comuna de tramitacion,status
54012-33351-IL,Nuveen Michigan Quality Municipal Income Fund,contaminacion de la cadena trofica,14.22,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,27/11/2006,Niquen,en tramite
52544-57723-GB,Incyte Corporation,contaminacion del aire,49.21,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",30/10/2007,Sierra Gorda,en tramite
89795-34055-KE,Tranquilo,contaminacion del aire,3.24,Sed ante. Vivamus tortor. Duis mattis egestas metus.,30/03/2019,San Gregorio,en tramite
25871-53718-FK,"Xenia Hotels & Resorts, Inc.",contaminacion de la cadena trofica,6.35,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,01/10/2017,Purranque,en tramite
31726-63625-FG,Arlington Asset Investment Corp,contaminacion de suelo,4.04,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,01/01/2010,Penaflor,en tramite
87548-69264-FE,"HCA Healthcare, Inc.",contaminacion del aire,34.53,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,16/01/1981,Los Muermos,en tramite
17209-30369-EA,"Under Armour, Inc.",contaminacion del aire,31.26,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",22/12/2018,Los Alamos,en tramite
24856-2687-MB,Guanaco,contaminacion de la cadena trofica,34.33,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,24/11/2018,Coronel,en tramite
56477-52964-KM,"HCA Healthcare, Inc.",contaminacion del aire,21.44,Sed ante. Vivamus tortor. Duis mattis egestas metus.,12/07/1982,Victoria,en tramite
2500-60237-BN,Refugio,contaminacion de suelo,31.2,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",06/08/1995,Temuco,en tramite
19219-38626-FM,"UMH Properties, Inc.",contaminacion del aire,8.84,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",28/11/1973,Vichuquen,en tramite
7494-18021-IM,"Forterra, Inc.",contaminacion de suelo,3.96,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,05/10/2007,O'Higgins,en tramite
80096-50172-ED,"CatchMark Timber Trust, Inc.",contaminacion de suelo,40.68,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",24/10/2011,Chillan,en tramite
20533-71743-JF,"Diamond Hill Investment Group, Inc.",contaminacion de la cadena trofica,0.42,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",14/06/2005,Yerbas Buenas,en tramite
71780-6734-HB,Kite Realty Group Trust,contaminacion de la cadena trofica,36.74,Phasellus in felis. Donec semper sapien a libero. Nam dui.,21/06/2014,Treguaco,en tramite
16163-43357-KB,"PDF Solutions, Inc.",contaminacion de suelo,40.93,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",09/11/2010,Tortel,en tramite
87142-23086-JI,Spence,contaminacion de la cadena trofica,13.91,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",07/10/1994,Hualaihue,en tramite
98575-99690-BB,"MasTec, Inc.",contaminacion del aire,15.33,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",03/12/1978,Vilcun,en tramite
31937-23707-BB,STMicroelectronics N.V.,contaminacion del aire,28.67,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",01/03/1987,Valdivia,en tramite
31878-69015-LD,Manantial,contaminacion de la cadena trofica,48.7,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,08/10/1971,Santo Domingo,en tramite
59974-43819-HE,"Universal Stainless & Alloy Products, Inc.",contaminacion de suelo,29.7,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,04/10/1971,Taltal,en tramite
67336-19465-BA,"Enanta Pharmaceuticals, Inc.",contaminacion de suelo,24.02,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",07/12/2003,Talca,en tramite
98147-78102-DK,"Sarepta Therapeutics, Inc.",contaminacion del aire,7.69,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",11/11/1995,Villarrica,en tramite
61472-6139-II,First Trust Nasdaq Retail ETF,contaminacion de la cadena trofica,17.25,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,29/08/1986,Quilicura,en tramite
68292-59625-OL,Cordillera - Tenardita,contaminacion de suelo,32.93,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,10/07/1998,Chillan,en tramite
33733-37383-AF,"Aspen Technology, Inc.",contaminacion de la cadena trofica,8.29,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",07/09/2018,Puchuncavi,en tramite
4147-54030-FJ,"Edge Therapeutics, Inc.",contaminacion del aire,11.51,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,21/05/2013,Pemuco,en tramite
48505-3185-NH,Pinatolca,contaminacion del aire,15.31,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,16/02/1979,La Serena,en tramite
51608-21888-GB,"Sarepta Therapeutics, Inc.",contaminacion de la cadena trofica,32.7,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,27/08/1992,Antuco,en tramite
99326-54788-LA,Spence,contaminacion de suelo,31.89,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",21/07/2017,Navidad,en tramite
42136-47545-EO,Unisys Corporation,contaminacion de la cadena trofica,2.63,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",07/11/2002,Dalcahue,en tramite
45494-26534-GB,Galectin Therapeutics Inc.,contaminacion de suelo,8.74,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",17/04/2005,Tierra Amarilla,en tramite
81719-47120-NB,Ivan,contaminacion de la cadena trofica,10.27,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",17/07/2001,La Pintana,en tramite
59840-12743-BB,Enel Generacion Chile S.A.,contaminacion de la cadena trofica,46.23,Phasellus in felis. Donec semper sapien a libero. Nam dui.,19/07/1977,Gorbea,en tramite
45326-55720-LE,"Avenue Therapeutics, Inc.",contaminacion del aire,30.36,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,01/08/2014,Pencahue,en tramite
73184-26069-FO,El Salvador,contaminacion del aire,29.65,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",23/04/2014,Puerto Varas,en tramite
2381-5144-IK,iShares MSCI EM ESG Optimized ETF,contaminacion de suelo,18.02,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",09/04/1983,El Bosque,en tramite
77024-34789-HB,III de Atacama Kozan,contaminacion del aire,43.58,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",05/10/1989,Ranquil,en tramite
22677-65229-FG,Nuveen Connecticut Quality Municipal Income Fund,contaminacion de la cadena trofica,40.39,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",30/12/1995,Ollagüe,en tramite
20884-81802-HB,La Pepa,contaminacion de suelo,25.52,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,03/09/2017,San Bernardo,en tramite
9100-65576-BF,"Waste Management, Inc.",contaminacion de la cadena trofica,29.12,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,24/06/2001,Tolten,en tramite
84292-96600-BN,Urstadt Biddle Properties Inc.,contaminacion de la cadena trofica,9.52,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,06/01/2014,Talca,en tramite
47340-3380-IL,San Geronimo,contaminacion del aire,29.58,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",25/08/2019,Aisen,en tramite
57760-68218-DH,Costamare Inc.,contaminacion de suelo,15.88,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,18/01/1984,Dalcahue,en tramite
98747-2270-FD,Cerro Colorado,contaminacion de suelo,40.01,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,02/12/1992,Paillaco,en tramite
51361-69880-EE,E.I. du Pont de Nemours and Company,contaminacion de la cadena trofica,27,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,30/12/1994,O'Higgins,en tramite
8912-51568-HD,"XO Group, Inc.",contaminacion del aire,4.7,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,19/02/2015,Paine,en tramite
90259-10138-GD,"FTI Consulting, Inc.",contaminacion de la cadena trofica,21.63,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,21/03/1997,Las Condes,en tramite
547-31770-EK,"Sportsman's Warehouse Holdings, Inc.",contaminacion del aire,11.15,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",25/07/1968,Rio Bueno,en tramite
95566-38965-EE,Andina,contaminacion de suelo,43.45,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",22/04/2008,Lo Prado,en tramite
54092-26847-MH,La Patagua,contaminacion de la cadena trofica,1.24,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",30/04/2018,Cunco,en tramite
1198-93417-NM,VictoryShares US 500 Enhanced Volatility Wtd ETF,contaminacion de suelo,25.74,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",19/11/1990,Antartica,en tramite
59999-66774-NA,"Hub Group, Inc.",contaminacion del aire,38.09,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,16/12/2013,San Rosendo,en tramite
105-72189-HB,Caupolican,contaminacion del aire,18.95,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",27/10/2011,Ollagüe,en tramite
18473-52910-II,Romeral,contaminacion de la cadena trofica,39.35,Fusce consequat. Nulla nisl. Nunc nisl.,04/01/2012,Concepcion,en tramite
29888-63607-HA,Garrison Capital Inc.,contaminacion de suelo,49.17,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,10/09/1993,Curanilahue,en tramite
53775-41014-HB,CVS Health Corporation,contaminacion de la cadena trofica,25.56,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,01/08/2003,Combarbala,en tramite
90243-107-HF,Sierra Miranda,contaminacion de suelo,34.99,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,17/01/1980,Puchuncavi,en tramite
86035-66869-KK,"Biocept, Inc.",contaminacion de la cadena trofica,36.4,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,26/05/1964,Huasco,en tramite
58399-45370-IO,"Kura Oncology, Inc.",contaminacion del aire,44.48,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",18/04/1958,Licanten,en tramite
43528-58093-KL,Microsemi Corporation,contaminacion de la cadena trofica,8,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,14/03/1995,Conchali,en tramite
5853-48719-BO,Collahuasi,contaminacion de suelo,10.54,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",09/06/2017,Freire,en tramite
72953-62305-BO,First Trust Nasdaq Retail ETF,contaminacion del aire,49.52,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",12/10/1993,La Reina,en tramite
44129-24633-BG,Esperanza,contaminacion de la cadena trofica,2.49,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",26/03/1978,Peralillo,en tramite
82259-95214-MJ,Ojos del Salado,contaminacion del aire,8.43,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,04/10/2014,Tolten,en tramite
13196-48185-DB,"LTC Properties, Inc.",contaminacion del aire,17.09,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,28/10/2018,El Monte,en tramite
26236-16407-EE,Galectin Therapeutics Inc.,contaminacion de la cadena trofica,28.29,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,05/02/2000,Puerto Varas,en tramite
24545-54174-BE,"SolarEdge Technologies, Inc.",contaminacion del aire,20.16,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,26/02/2018,Recoleta,en tramite
58817-35711-JK,Quiborax,contaminacion de suelo,30.56,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",22/01/1980,Putre,en tramite
361-72004-HO,"Arista Networks, Inc.",contaminacion del aire,44.77,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",12/07/2010,San Ignacio,en tramite
60700-58433-HF,Biglari Holdings Inc.,contaminacion del aire,7.76,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",03/01/2000,Chiguayante,en tramite
30365-65043-EB,"Hub Group, Inc.",contaminacion de la cadena trofica,26.82,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,09/01/2009,Alto Hospicio,en tramite
81826-37646-EO,Vina Concha Y Toro,contaminacion de la cadena trofica,6.57,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Mauris viverra diam vitae quam. Suspendisse potenti.",08/04/2016,El Quisco,en tramite
49140-17135-BK,Hamilton Lane Incorporated,contaminacion del aire,34.82,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",26/03/2006,San Esteban,en tramite
60802-24964-AA,Aircastle Limited,contaminacion de la cadena trofica,36.44,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",24/01/2017,Yungay,en tramite
51881-87544-LF,Isla Riesco,contaminacion de la cadena trofica,11.58,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,25/12/2016,Cisnes,en tramite
67493-37013-JF,Cabot Corporation,contaminacion del aire,12.16,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",11/07/2017,Aisen,en tramite
79925-86121-IN,Tata Motors Ltd,contaminacion de suelo,15.81,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",23/12/2013,Cabildo,en tramite
23457-55138-BO,Tres Valles,contaminacion del aire,39.24,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Mauris viverra diam vitae quam. Suspendisse potenti.",01/08/2010,Paredones,en tramite
73480-48244-FA,Gilat Satellite Networks Ltd.,contaminacion de suelo,29.09,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",04/03/1965,Natales,en tramite
74319-63453-BB,El Tofo,contaminacion de la cadena trofica,19.08,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",13/06/2006,Valparaiso,en tramite
15511-17500-GD,Celite - Carol,contaminacion de la cadena trofica,24.54,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,06/03/1998,Padre Las Casas,en tramite
45146-16624-AH,Container Store (The),contaminacion del aire,20.41,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",05/09/2013,Tortel,en tramite
60215-48167-OO,Spence,contaminacion de la cadena trofica,5.6,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,24/03/1996,Catemu,en tramite
42155-83915-JH,Gladstone Commercial Corporation,contaminacion de la cadena trofica,38.74,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,14/12/2017,San Clemente,en tramite
75755-24331-EF,Celite - Carol,contaminacion de suelo,22.07,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",23/01/2018,Melipilla,en tramite
73525-20994-BA,Faride,contaminacion del aire,15.7,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",13/08/2018,Teodoro Schmidt,en tramite
78068-93687-LK,Peapack-Gladstone Financial Corporation,contaminacion de la cadena trofica,26.85,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",22/08/1973,O'Higgins,en tramite
22908-35538-AE,Vina Concha Y Toro,contaminacion de la cadena trofica,8.48,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",20/02/2018,Galvarino,en tramite
73716-46449-IF,First Trust Multi-Asset Diversified Income Index Fund,contaminacion del aire,49.76,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,15/12/2008,Chaiten,en tramite
76689-37564-IN,"XO Group, Inc.",contaminacion de la cadena trofica,21.98,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",12/12/2014,Hualaihue,en tramite
75481-46661-BH,Array BioPharma Inc.,contaminacion del aire,4.22,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,18/02/2019,Curico,en tramite
58351-94381-KI,El Guindo,contaminacion de suelo,34.79,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",22/10/2005,Timaukel,en tramite
95060-79183-EE,Celite - Tilviche,contaminacion de la cadena trofica,9.28,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,18/03/2013,San Pablo,en tramite
38481-87974-BJ,"Impax Laboratories, Inc.",contaminacion de la cadena trofica,42.66,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,10/07/2019,Vitacura,en tramite
2464-40361-IB,"TC PipeLines, LP",contaminacion del aire,22.79,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,18/06/2019,Panguipulli,en tramite
92734-61212-AK,PowerShares Nasdaq Internet Portfolio,contaminacion de la cadena trofica,22.43,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,09/11/2000,Laja,en tramite
20167-81312-DN,iPath US Treasury Long Bond Bear ETN,contaminacion de la cadena trofica,27.19,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",13/11/2010,Padre Las Casas,en tramite
65953-1943-HJ,CMP - Boqueron Chanar,contaminacion de suelo,49.13,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,21/06/2005,Coelemu,en tramite
51492-90493-KK,Quiborax - Ascotan,contaminacion del aire,18.98,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",03/09/2014,Carahue,en tramite
32307-18518-BK,"Midland States Bancorp, Inc.",contaminacion de suelo,19.46,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",23/04/2013,Antartica,en tramite
11218-11993-NB,"LTC Properties, Inc.",contaminacion del aire,28.23,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,02/08/2019,Mejillones,en tramite
48702-95994-MD,"Ellie Mae, Inc.",contaminacion de suelo,21.73,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",14/09/2015,Antuco,en tramite
39522-44933-AB,Carvana Co.,contaminacion de suelo,47.96,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,09/02/2017,El Monte,en tramite
44081-40860-AD,GlaxoSmithKline PLC,contaminacion del aire,19.36,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",20/04/1981,Natales,en tramite
18244-29007-MG,El Salvador,contaminacion de la cadena trofica,10.97,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,03/04/2017,San Fabian,en tramite
14166-43692-NG,First Trust Senior Loan Fund ETF,contaminacion del aire,44.69,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",15/04/2000,Penalolen,en tramite
33649-54740-DI,Mackinac Financial Corporation,contaminacion del aire,13.75,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",01/02/2003,Algarrobo,en tramite
81975-57763-JK,Manto Verde,contaminacion de la cadena trofica,40.46,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,19/11/1977,Macul,en tramite
80855-11887-GN,"RiverNorth Opportunities Fund, Inc.",contaminacion del aire,22.59,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",26/07/2017,Yerbas Buenas,en tramite
83987-56583-BA,Victoria,contaminacion de la cadena trofica,31.93,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,16/03/2017,Colina,en tramite
82101-68023-FI,"Evolving Systems, Inc.",contaminacion de la cadena trofica,0.59,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",19/10/1995,Lanco,en tramite
38217-81311-LF,Walter Investment Management Corp.,contaminacion de la cadena trofica,18.28,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",24/05/2017,Pucon,en tramite
62224-3338-ID,BLDRS Developed Markets 100 ADR Index Fund,contaminacion de suelo,30.1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",11/08/1992,San Fernando,en tramite
29556-14273-BL,"Blackhawk Network Holdings, Inc.",contaminacion de la cadena trofica,9.37,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,16/10/1991,Calle Larga,en tramite
50839-50181-EI,Dynatronics Corporation,contaminacion de la cadena trofica,4.31,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Mauris viverra diam vitae quam. Suspendisse potenti.",28/09/2007,Cabildo,en tramite
38579-71013-AO,Moog Inc.,contaminacion del aire,6.66,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,11/01/1996,Mulchen,en tramite
7352-51771-LI,BLDRS Asia 50 ADR Index Fund,contaminacion de suelo,44.24,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",18/04/2019,Huara,en tramite
