numero,comuna de tramitacion
73506-87242-KA,Corral
52828-52150-GI,San Rafael
25449-56618-MA,San Carlos
11710-93127-JI,Litueche
97844-65584-BB,Quillota
6851-39020-OK,Cobquecura
23202-87385-NJ,San Ramon
85831-76685-GL,Colbun
70721-28971-LK,Portezuelo
14549-59596-GH,Bulnes
68885-53109-IN,Hijuelas
31811-34018-DK,Teno
15909-31249-OF,Tiltil
10451-38969-ON,San Javier
76596-72627-BM,Renaico
76853-89792-GD,Chiguayante
63179-96620-KB,Laja
79602-16744-JB,Tortel
44069-26953-FM,Chile Chico
72963-91971-HM,Rio Ibañez
32152-17407-FA,Limache
36926-16636-MH,Curacautin
5275-2102-AJ,Putaendo
54853-48395-ON,Ñuñoa
87743-55222-JJ,Quintero
56146-74155-LD,Cochamo
24842-40599-GL,Padre Hurtado
5292-92169-LJ,Perquenco
73472-15295-AI,Rio Verde
58962-62564-LL,Teodoro Schmidt
61958-96692-DE,San Joaquin
29241-68908-GO,Chañaral
59432-57617-EA,Puerto Octay
15425-39043-FG,Coltauco
75595-84450-EH,Portezuelo
78945-54146-LJ,Calbuco
72904-66671-LD,Cabildo
23489-1252-JB,Alhue
88602-35590-BB,Codegua
22096-75189-KI,Los Lagos
7503-16094-GB,Curepto
27053-63956-BN,Maule
90424-2237-DK,Mulchen
38854-67156-AE,San Juan de la Costa
45676-87421-BB,San Fabian
77533-53668-EH,Saavedra
6984-93335-BO,Quilpue
28185-80804-BN,San Javier
94655-9425-EH,San Jose de Maipo
67671-96972-OJ,Huechuraba
17288-65528-MG,La Pintana
57247-77195-BE,Penco
41630-66342-ME,Longavi
58475-82630-GF,Freirina
64744-13216-EK,Cochrane
76022-41057-IL,Rio Bueno
96381-83976-KB,Rio Ibañez
30299-89419-BH,Talca
11344-14431-BB,Curanilahue
24231-27949-HB,Lonquimay
77803-47235-LL,Longavi
85119-9254-BB,Camiña
29385-53657-NF,Recoleta
313-23275-MB,Cerrillos
7466-67404-DM,Petorca
56037-19697-BH,Los Alamos
4857-51362-MF,Quinta de Tilcoco
42421-19542-OH,San Pedro de la Paz
16456-98909-BK,Concon
16533-22869-BL,Quillota
88612-89115-NM,Constitucion
33431-35688-NA,La Florida
48888-8281-NO,Pica
16313-16750-HN,La Union
6938-24594-GL,Contulmo
93738-78901-LK,Retiro
15723-89509-HD,Quinchao
2296-8276-BL,Ranquil
15089-34823-BM,San Antonio
20851-74752-GM,Antartica
85543-99680-NB,Colchane
58754-31362-HF,Padre Las Casas
80150-41508-JM,Limache
46944-87034-HF,Mafil
43629-80962-BE,San Bernardo
29863-83457-IJ,Concon
93698-72568-FG,Freirina
21146-52853-EA,Malloa
73097-29089-NJ,Vichuquen
65344-8381-KM,Freirina
14933-60139-KM,Puente Alto
17895-56094-IG,Maullin
43189-87935-AE,Quilpue
80203-76519-BB,El Tabo
22659-33968-HG,Machali
13640-68344-JO,Santiago
70571-7375-AB,Antofagasta
76995-71002-DB,Freire
97170-64652-II,San Pedro de la Paz
74084-518-IK,Casablanca
6024-20010-NM,Tocopilla
86525-62150-GJ,Graneros
95454-22398-IJ,Valparaiso
83304-75661-EJ,Palmilla
30706-35064-OJ,Colbun
40803-97968-FM,San Felipe
13900-29706-BF,Coelemu
40787-9904-MA,Corral
12422-99547-BN,San Juan de la Costa
42956-27582-MN,Coihaique
49724-31467-LB,Ñiquen
30655-70567-AI,San Miguel
65284-72698-GI,Iquique
52212-9979-BD,Teno
85254-89767-BI,Chepica
53503-40947-AI,Padre Hurtado
15658-4938-KB,San Pedro
26098-37361-KD,Concon
30713-62972-KA,Conchali
95433-21362-MH,Yungay
37871-86931-DM,Lautaro
562-97295-FB,Ovalle
61426-56305-BG,Recoleta
40722-17375-GN,Frutillar
52961-27090-MO,Teodoro Schmidt
56810-37596-OG,Quellon
31380-52141-KI,San Pablo
59798-67917-AH,Laja
35541-32602-NI,Punitaqui
72624-72916-AB,Lebu
53496-21905-LD,Hualpen
13325-40363-DH,Pencahue
91261-78869-GE,Contulmo
95403-31087-AK,Huasco
59064-36290-FL,Villa Alemana
21121-64636-ME,Padre Hurtado
76955-91979-BM,San Pedro
54184-38153-GD,San Ignacio
33612-27883-FN,Bulnes
82433-88211-LO,Caldera
24238-98923-AG,Maipu
19066-72453-AF,Paine
1581-92892-GA,Los Lagos
77439-16628-GN,Puerto Octay
97760-67565-DF,Lolol
38922-22484-NL,Cisnes
78433-34906-AK,Papudo
56331-84008-BI,El Monte
94283-690-DL,Los Lagos
91765-18931-IA,Litueche
11165-79524-FI,Yungay
88031-77175-NG,Victoria
85402-12793-NI,Los Muermos
34383-5716-BA,El Tabo
54001-5492-MN,Peumo
17984-94477-BE,Rauco
99989-49424-JD,Calera de Tango
84325-59134-EO,San Fabian
68536-79017-GE,Quillota
64131-52172-GB,El Quisco
5109-44102-KB,Rinconada
14232-51444-OG,Saavedra
58531-45672-EM,Osorno
66332-94631-AE,Puren
51516-40574-FO,Valparaiso
36564-7170-IF,La Ligua
14110-56216-IA,San Javier
83642-19935-KA,La Pintana
99432-445-AE,Coltauco
88874-78824-AB,Zapallar
15334-97572-EK,Chañaral
31287-88824-KK,Pedro Aguirre Cerda
51398-64817-JA,Peralillo
93566-88711-LK,Vichuquen
6993-56190-BL,Ovalle
10977-91038-KK,Paine
86880-29151-HF,Ovalle
89712-42961-IM,Pica
45860-15029-HN,Paiguano
46555-93000-BL,Arauco
40776-16756-JK,Purranque
99422-53878-DI,Rio Bueno
10569-44738-NG,Camarones
29627-26633-AL,Maria Pinto
29062-33950-DE,Panquehue
50173-75040-BB,Padre Hurtado
12885-25693-LB,Isla de Maipo
52537-61111-BB,Ninhue
67952-12368-NJ,Cabrero
94334-69671-LM,Chanco
39790-49517-HK,Freire
66646-62098-DD,Litueche
7115-11694-GB,Putre
77515-62212-OM,Paillaco
49907-22048-IO,Olmue
82612-5756-LG,Puerto Octay
99433-11127-KG,Ercilla
39560-16859-GJ,Calera de Tango
98650-12548-MI,San Rosendo
8694-99346-NB,Calle Larga
59357-75133-OB,Rio Bueno
17632-97767-JM,Coronel
58815-29357-IB,Rauco
21256-15421-BF,Portezuelo
29893-25751-EA,San Pedro
61331-53823-NI,Providencia
23640-81984-IB,Lautaro
17153-23517-IN,Casablanca
78943-13500-ML,Nueva Imperial
45083-68250-KK,Llaillay
92243-53958-EA,Rengo
48190-41668-HI,Pelluhue
91546-26773-OB,Tortel
23748-44146-FB,San Fabian
14877-67912-MK,Cobquecura
17268-30436-MB,Queilen
56483-54499-KO,Chepica
18648-87401-IH,Corral
15912-69892-AM,Puchuncavi
50101-16074-HN,La Higuera
93287-91892-BM,Ñiquen
74501-33580-AN,Los Vilos
65388-19040-BI,Nogales
65134-41976-BN,San Ramon
38210-13399-MB,Osorno
56242-15713-GB,San Antonio
64121-89874-LB,Linares
92137-49195-NK,Tome
86292-74849-IA,Rio Hurtado
35852-65019-OF,Talagante
57004-93848-GE,Pudahuel
70237-23064-EN,Puente Alto
94603-86531-GK,Pirque
952-81055-IE,Maule
2975-47153-BK,Treguaco
4037-3480-JA,Lo Espejo
32679-56585-GF,Curanilahue
30842-60031-IJ,Cartagena
35030-18577-EH,Negrete
80526-41185-JD,Llanquihue
37226-32153-JE,Panquehue
95493-62847-EF,Curaco de Velez
85284-55480-GG,Licanten
22841-65527-BM,Placilla
41288-16362-JG,San Javier
54796-70351-AF,Romeral
3408-8768-JK,Osorno
10099-54061-JK,Doñihue
65551-13633-AB,Catemu
16255-23740-DM,Collipulli
46334-58711-EE,Saavedra
5275-71068-EI,Los Sauces
80563-24705-OA,Graneros
48287-79685-MH,Huechuraba
56957-6548-MB,Cholchol
57770-60213-LL,Andacollo
65422-78565-MD,San Gregorio
84327-81388-LJ,Carahue
87063-3252-OI,Antartica
24467-78218-FL,Maipu
56199-98210-GK,Cauquenes
21297-77612-FG,Rio Ibañez
37701-87067-HN,Chañaral
33163-99721-LL,Renca
27452-40819-BM,Nogales
73322-78584-AD,Puren
9589-52834-FM,Palmilla
62635-14848-DO,Los Vilos
37114-28695-IG,Ollagüe
27743-30776-FB,Talca
72016-19863-BE,Los Muermos
16450-82167-DI,Santo Domingo
65201-22395-IH,Chimbarongo
32813-35231-NK,Puren
74542-54766-FB,Castro
51271-10661-OE,Fresia
27828-72708-HF,Lumaco
33716-82226-DO,Chillan
26575-95737-AO,Marchihue
5450-84631-MB,Pichidegua
94910-78430-KG,Curacavi
15665-38585-OG,Colbun
6986-56561-KA,Limache
52251-71468-HM,Los Vilos
48470-39942-NF,Casablanca
15876-42251-HI,Diego de Almagro
58728-55798-FB,Puerto Varas
31232-48980-IF,Pencahue
89477-8513-LN,Melipilla
47165-59163-AI,Coelemu
64734-54543-LE,San Pedro
99126-55624-BI,Rinconada
73423-31392-BG,San Rafael
27882-58502-KG,Parral
33683-69517-AM,Palmilla
86183-94491-BL,Pumanque
38463-18495-AB,Tome
70096-3507-EE,Chañaral
65382-77493-BO,Ovalle
79162-81603-MB,Hualqui
77094-7176-JF,Hualpen
65622-13833-IJ,Bulnes
68637-70785-NK,Rio Claro
24685-99737-BN,Rio Verde
88933-52927-IL,Santa Cruz
23341-22927-OE,Yerbas Buenas
26015-28035-BA,Nueva Imperial
4222-52142-NI,Limache
68801-40381-EN,Conchali
74055-5790-IM,Renaico
84616-92837-JF,Rinconada
21532-40721-OH,Rengo
25782-78140-EI,Villa Alemana
39116-8912-HJ,Caldera
4202-20092-GN,Los Muermos
25580-35872-IB,Monte Patria
8671-7373-IO,El Quisco
49931-18996-BH,Olmue
86073-42453-DM,Freire
14815-76701-JF,Huasco
26960-14441-KJ,Portezuelo
97717-89559-HH,La Granja
36191-44655-OB,Curepto
55680-63257-FG,Lebu
33904-50634-KK,Purranque
17773-42478-HH,Portezuelo
92258-63303-AD,Tirua
17006-26981-BI,San Javier
50-91686-KJ,San Felipe
91063-89832-BE,Lumaco
50680-94570-GE,Hualaihue
5632-28348-OB,El Carmen
14316-43891-NA,Quinta de Tilcoco
31523-91811-IG,Timaukel
71830-80436-OM,Juan Fernandez
33757-25382-FH,Paredones
80746-71708-KI,San Joaquin
52393-6274-NK,Calle Larga
62380-8409-LG,La Granja
11703-18063-BH,Hualpen
40396-96613-LI,Conchali
93116-95894-LO,Puerto Montt
69949-19038-BO,Punta Arenas
41602-63489-HD,Taltal
20704-72697-EE,Mostazal
99556-38405-LE,Santa Juana
86889-11284-KI,San Miguel
35683-39650-BL,Camarones
74592-22469-AF,Andacollo
24215-43575-FH,Las Cabras
70658-68528-LH,Molina
5511-17386-EE,Rancagua
36237-78374-JB,Tocopilla
43074-61140-NE,Pelluhue
97708-28523-HN,Temuco
46544-9165-JJ,Lumaco
83078-82441-HB,Porvenir
41574-64457-KF,Lo Barnechea
89127-87491-MA,Cochrane
33407-40817-AE,Pumanque
42561-85846-NA,Los Muermos
83051-20118-BN,La Estrella
95499-23279-OD,La Cisterna
46036-8090-KK,San Pablo
59707-74763-LG,Huechuraba
83437-67627-NF,Maullin
19807-16587-BG,Alto Hospicio
15049-99597-EO,Mafil
90300-32612-JI,Maullin
73010-77618-DN,Puchuncavi
16984-55646-BG,Cauquenes
79650-24232-FL,Alhue
31665-76209-BL,Mulchen
34437-51083-NJ,Recoleta
23378-52469-OJ,Llaillay
21125-39490-GE,Pinto
48209-47234-LG,Coihaique
50902-84002-IK,Penco
36243-61795-HI,Yungay
55702-89504-FG,Pozo Almonte
8867-61312-OO,Vichuquen
26842-54156-OF,Melipeuco
94870-7240-KJ,Talcahuano
25231-77236-HH,Tierra Amarilla
49713-76974-HO,Santa Barbara
39953-82276-FL,Puente Alto
36424-33746-BA,Tiltil
63627-27909-ED,Vilcun
21883-92335-MK,Mariquina
41867-18163-MJ,Florida
86936-5507-EJ,Conchali
35321-77715-EG,Guaitecas
56748-10941-KI,Quilleco
11099-91213-IL,Pichidegua
80127-68060-NE,Natales
41039-59778-MO,Renca
35691-91045-HB,Renca
24215-3254-MG,Osorno
25470-15202-DI,Renca
55030-63786-DI,Natales
41192-64675-DF,Lago Verde
96359-90695-EJ,Renca
62684-29558-BD,Carahue
91337-83379-NO,Pudahuel
50299-88413-EN,Marchihue
57495-63765-NO,Coltauco
95531-32953-AE,Conchali
8339-18990-FE,Rio Verde
92330-2862-NE,Purranque
34761-84549-NA,San Felipe
61732-62498-OK,Melipilla
21386-42738-JE,Lebu
35217-50736-NB,Santo Domingo
71730-18601-MG,La Florida
760-16761-EK,Pelluhue
23210-47314-GB,Angol
68896-87638-BA,Chepica
40099-96950-BI,El Bosque
11119-65601-HD,Lolol
15161-93798-AB,Vilcun
54084-28159-GH,Melipilla
27079-71373-HL,Rio Claro
88280-6291-DN,Salamanca
74340-8622-DE,Buin
6503-57868-LE,Perquenco
69715-53541-HB,Panquehue
14148-68721-NO,Fresia
34925-91809-ND,Chimbarongo
64315-50157-HN,Recoleta
21081-8784-AH,Chañaral
73623-46673-DK,Pencahue
56833-12559-BJ,Placilla
44129-74405-ML,Curacavi
27795-81934-HF,Rio Negro
7906-43040-JG,Carahue
38146-32428-DH,Lago Verde
86363-99252-JN,Concepcion
84529-81801-BJ,Maria Elena
75515-18568-DB,Puerto Varas
45700-1792-EH,La Union
65458-86466-MK,La Higuera
39943-75976-EB,Coihaique
12883-62433-HE,Tucapel
6352-88316-BG,La Reina
34809-524-ML,Tome
71871-16740-DL,Pelluhue
16681-69645-MO,Alto del Carmen
28621-14864-ID,Ninhue
17815-5174-FA,Molina
78517-64659-OI,San Rafael
19847-12540-BH,Vichuquen
23000-12469-BI,Coquimbo
41644-83786-NO,Perquenco
64823-41390-HH,Lebu
99063-17904-BH,Malloa
13200-62827-NB,O'Higgins
55971-44388-KD,Lo Espejo
87119-23887-MB,Putaendo
89542-9081-MH,La Higuera
91619-89152-HF,Calama
68250-56195-BF,Chanco
16306-77361-KB,Melipilla
37963-28208-BF,Quilleco
97504-15902-GM,Pichidegua
25374-22789-JE,Panguipulli
33890-78645-OO,Paredones
59608-4530-JK,Yumbel
7363-52158-KG,Cabo de Hornos
19522-24171-DA,Coquimbo
84937-63784-IH,Romeral
6395-78459-KG,Independencia
42082-9042-KI,San Pedro de la Paz
4551-49840-OI,Peñalolen
30523-30819-LN,Cochrane
84500-23306-DK,Panquehue
71335-73743-BK,Vitacura
54337-21641-DE,Doñihue
12359-10049-KB,Chañaral
11636-15230-LN,Lautaro
44165-56973-KA,San Rosendo
65890-42598-IB,Navidad
79596-20621-BO,San Javier
56372-44752-NO,Requinoa
80193-33272-MM,Monte Patria
9723-81695-LF,San Juan de la Costa
92518-62458-BM,Pucon
23603-57059-IO,Nogales
58516-10793-LJ,Los Angeles
9501-54898-FK,Zapallar
7326-16958-BH,Los Andes
26644-45847-GB,Cauquenes
32002-51266-IF,Zapallar
92218-34683-OB,Calera
50512-82797-AK,Treguaco
9125-76196-GK,Quilpue
79527-43047-FB,Retiro
81174-95416-IH,Panguipulli
46674-41184-IH,Quemchi
59184-73023-LA,Villa Alemana
24352-8394-GI,Cochrane
54012-33351-IL,Ñiquen
94834-14325-EB,Combarbala
55576-64890-JJ,Alto del Carmen
38643-63345-LE,Concon
52544-57723-GB,Sierra Gorda
37661-48430-DB,Pumanque
52119-57302-GN,Antartica
89795-34055-KE,San Gregorio
25871-53718-FK,Purranque
31726-63625-FG,Peñaflor
87548-69264-FE,Los Muermos
17209-30369-EA,Los Alamos
7226-57854-DL,Pedro Aguirre Cerda
24856-2687-MB,Coronel
5241-86676-DG,San Joaquin
56477-52964-KM,Victoria
88570-40481-JO,San Pedro de la Paz
86809-62153-AK,Mulchen
90843-62457-HD,Calama
13953-9197-DM,Santa Barbara
38212-60280-LN,San Jose de Maipo
2500-60237-BN,Temuco
52621-97979-BO,Chiguayante
19219-38626-FM,Vichuquen
25937-45958-ML,Paillaco
77831-39098-KK,Santiago
7494-18021-IM,O'Higgins
80096-50172-ED,Chillan
37562-84726-HB,Maria Pinto
24863-26312-EO,Diego de Almagro
83121-84396-MK,Cartagena
87357-5607-NM,Santiago
20533-71743-JF,Yerbas Buenas
71780-6734-HB,Treguaco
16163-43357-KB,Tortel
37629-86089-EB,Paine
78850-12037-AI,Coinco
75986-93975-OL,Requinoa
87142-23086-JI,Hualaihue
98575-99690-BB,Vilcun
3945-72786-IA,San Fabian
28118-20374-AB,San Rafael
31937-23707-BB,Valdivia
9139-22107-DE,Hijuelas
44492-86215-GH,Corral
31878-69015-LD,Santo Domingo
82341-64011-GO,Laja
59974-43819-HE,Taltal
66053-82420-BF,San Pablo
67336-19465-BA,Talca
98147-78102-DK,Villarrica
61472-6139-II,Quilicura
68292-59625-OL,Chillan
68317-35955-BF,Papudo
37871-37256-IE,Frutillar
33733-37383-AF,Puchuncavi
69162-59572-FM,Frutillar
73142-64328-KB,San Felipe
73730-6142-DI,O'Higgins
5814-77700-FB,Longavi
43181-8572-EB,Mafil
4147-54030-FJ,Pemuco
94347-78400-GM,Alhue
96254-55002-MB,Vallenar
65617-75472-IE,Yungay
48505-3185-NH,La Serena
51608-21888-GB,Antuco
99326-54788-LA,Navidad
79806-57257-IN,Camarones
44678-35859-HF,Providencia
28816-8340-DF,Paredones
42136-47545-EO,Dalcahue
45494-26534-GB,Tierra Amarilla
1116-72555-OF,Peralillo
73846-64405-JL,Mariquina
91362-61037-ID,Maullin
67926-95952-GJ,Puerto Montt
16044-65114-OL,San Miguel
882-69710-NF,Vicuña
5039-17399-BB,San Pablo
27941-61344-DJ,Nueva Imperial
81719-47120-NB,La Pintana
75542-47508-OM,Viña del Mar
59840-12743-BB,Gorbea
43688-40765-KE,Nueva Imperial
45326-55720-LE,Pencahue
98618-76304-AE,Cerrillos
70192-70033-FM,Tierra Amarilla
73184-26069-FO,Puerto Varas
89330-75694-ML,Pichilemu
91971-63838-DF,Calama
91429-9100-EJ,Litueche
69340-66448-LJ,Mostazal
90650-99813-FL,Sagrada Familia
2381-5144-IK,El Bosque
77024-34789-HB,Ranquil
22677-65229-FG,Ollagüe
20884-81802-HB,San Bernardo
8591-77924-BD,Santa Cruz
53467-38315-KB,Ñiquen
78319-21161-LE,El Monte
94415-18521-BK,Santa Cruz
64213-9103-AA,Viña del Mar
9100-65576-BF,Tolten
80044-10033-GE,Calle Larga
84292-96600-BN,Talca
45905-17979-JJ,Juan Fernandez
74307-97143-BG,Chaiten
1139-17898-LL,Olivar
47340-3380-IL,Aisen
57760-68218-DH,Dalcahue
2565-46313-FI,Laguna Blanca
98747-2270-FD,Paillaco
51361-69880-EE,O'Higgins
8912-51568-HD,Paine
90259-10138-GD,Las Condes
547-31770-EK,Rio Bueno
95566-38965-EE,Lo Prado
54092-26847-MH,Cunco
48857-69690-HF,San Miguel
3458-9197-BO,Chonchi
1198-93417-NM,Antartica
59999-66774-NA,San Rosendo
105-72189-HB,Ollagüe
18473-52910-II,Concepcion
29888-63607-HA,Curanilahue
53775-41014-HB,Combarbala
24997-25765-HL,Casablanca
16158-28300-DL,Quillon
80698-13413-BL,Los Alamos
90243-107-HF,Puchuncavi
86035-66869-KK,Huasco
50535-33323-KM,Quilleco
58399-45370-IO,Licanten
43528-58093-KL,Conchali
35122-98253-LB,Chile Chico
17097-1256-BM,Quillon
64241-81529-IF,San Gregorio
37746-84247-OA,Santa Maria
46602-79899-HB,Nogales
79433-93207-MN,Melipilla
38275-99303-OO,Chepica
5853-48719-BO,Freire
72953-62305-BO,La Reina
62426-33208-KG,Coinco
44129-24633-BG,Peralillo
72682-14519-DD,Curacavi
5140-37162-JD,Nacimiento
20074-13397-IL,Pelarco
876-28710-LG,Marchihue
54091-25839-GI,Maria Pinto
82259-95214-MJ,Tolten
13196-48185-DB,El Monte
26236-16407-EE,Puerto Varas
52496-44891-JF,Cañete
14654-32094-FB,San Gregorio
24545-54174-BE,Recoleta
45037-81708-MB,Los Angeles
74324-14502-EH,Monte Patria
58817-35711-JK,Putre
361-72004-HO,San Ignacio
36116-87873-NB,Corral
20080-12951-GB,Catemu
89120-66849-FK,Mariquina
60700-58433-HF,Chiguayante
30365-65043-EB,Alto Hospicio
91809-17362-MF,Santa Barbara
63117-92088-IB,Coltauco
31004-4321-GG,Loncoche
81826-37646-EO,El Quisco
38901-38512-NL,Coihueco
87688-45851-MJ,Pudahuel
36357-28587-BK,Quilicura
93926-31013-NN,San Antonio
47057-49281-EF,Recoleta
89624-5241-EE,Canela
78210-19354-GI,Iquique
45538-67061-HB,Bulnes
34486-20275-FH,San Esteban
17159-71320-BF,Ollagüe
49140-17135-BK,San Esteban
39500-18358-ID,Contulmo
60802-24964-AA,Yungay
7640-41053-IN,Conchali
36606-47620-HG,Pelluhue
92322-34099-DB,San Jose de Maipo
51881-87544-LF,Cisnes
67493-37013-JF,Aisen
79925-86121-IN,Cabildo
1777-37731-AB,Quinchao
57492-93288-II,Lota
23457-55138-BO,Paredones
41637-4886-DI,Tome
82525-47956-IH,Fresia
44717-90287-EB,Los Lagos
44326-43197-IM,San Carlos
5365-43775-GJ,Palmilla
73480-48244-FA,Natales
50563-41941-EI,Maria Pinto
51320-12153-MH,Tirua
88927-16280-MJ,La Reina
49484-92471-JH,Dalcahue
2406-31468-EF,Lago Ranco
79976-95257-BA,Calbuco
23969-93748-JN,Portezuelo
70031-13014-LF,Osorno
17201-29604-KB,Cobquecura
19678-56577-MJ,San Nicolas
47602-54865-BM,Hualaihue
97979-59361-EJ,Antartica
49790-68969-GM,Cañete
82133-51111-LN,Palena
74319-63453-BB,Valparaiso
57542-11954-FE,San Rosendo
22134-17156-BB,Porvenir
15511-17500-GD,Padre Las Casas
45146-16624-AH,Tortel
60215-48167-OO,Catemu
4720-73564-KJ,Monte Patria
87930-97929-MB,Pudahuel
35014-30533-LB,Camiña
42155-83915-JH,San Clemente
29921-36179-BE,Vitacura
26692-5301-DE,Hijuelas
46798-94141-GB,Lautaro
75755-24331-EF,Melipilla
73525-20994-BA,Teodoro Schmidt
24221-13976-JE,Quemchi
43482-64878-DB,Primavera
13178-25463-OD,Cobquecura
63571-78901-NJ,Casablanca
91088-93180-AE,Quirihue
78068-93687-LK,O'Higgins
22908-35538-AE,Galvarino
18565-5579-KF,Lanco
73716-46449-IF,Chaiten
6546-9848-AD,Porvenir
26-66291-JE,Illapel
4373-1845-LA,Quilaco
76689-37564-IN,Hualaihue
75481-46661-BH,Curico
33255-8180-NM,Negrete
58351-94381-KI,Timaukel
95060-79183-EE,San Pablo
38481-87974-BJ,Vitacura
95938-27753-AF,Conchali
2464-40361-IB,Panguipulli
19554-15947-KH,Pozo Almonte
15741-61257-GD,Cunco
92734-61212-AK,Laja
20167-81312-DN,Padre Las Casas
65953-1943-HJ,Coelemu
84287-79061-BM,Pirque
66610-71046-NN,Llanquihue
31948-55105-IF,Olmue
51492-90493-KK,Carahue
20578-37390-DI,El Carmen
7173-56989-KF,Chaiten
32307-18518-BK,Antartica
51330-36064-EB,Isla de Maipo
45718-49846-OL,Santiago
88263-66192-KO,Villarrica
60487-41865-JG,Antuco
5043-19678-BF,Lautaro
63792-58317-BI,Pudahuel
15160-66530-EJ,Tucapel
64711-35731-FE,Mulchen
90926-96868-KD,Cochamo
11218-11993-NB,Mejillones
73837-68454-KH,Estacion Central
65534-79633-BB,Renaico
75745-79521-BM,Quemchi
4740-72100-MK,El Carmen
48702-95994-MD,Antuco
85214-24137-IN,Cisnes
58372-50192-FM,Maullin
39522-44933-AB,El Monte
22942-19084-EA,Aisen
37390-77657-MN,Rio Negro
14890-38767-IK,Carahue
42114-6175-JF,Vallenar
44081-40860-AD,Natales
18244-29007-MG,San Fabian
93037-95055-JI,Alto Biobio
14166-43692-NG,Peñalolen
53093-44274-LG,Laja
33649-54740-DI,Algarrobo
8187-51735-LI,Coltauco
81975-57763-JK,Macul
76255-63659-GM,Pozo Almonte
80855-11887-GN,Yerbas Buenas
95783-7988-DN,Cauquenes
83987-56583-BA,Colina
89954-79655-FO,Lumaco
82101-68023-FI,Lanco
51488-88886-NN,Quinta Normal
69192-43465-GD,Maullin
55286-76690-DM,Los Vilos
54142-90484-HB,Cisnes
38217-81311-LF,Pucon
50040-28843-IG,Calera de Tango
88001-20164-IG,Quinchao
42247-4706-NO,Mostazal
63810-77027-MN,Camarones
62224-3338-ID,San Fernando
29556-14273-BL,Calle Larga
84648-14677-BF,San Gregorio
34346-94891-MF,Pitrufquen
39815-43125-BA,Sierra Gorda
50839-50181-EI,Cabildo
68069-16040-LO,Quemchi
63164-64955-FH,Puren
38579-71013-AO,Mulchen
15405-15673-FB,Saavedra
88151-40293-IL,Punta Arenas
69271-19649-MI,Llaillay
36838-60018-EE,Calera de Tango
47930-72763-FE,Isla de Pascua
90923-53670-LO,San Juan de la Costa
49013-82625-IO,Ancud
3177-47920-BJ,Villa Alegre
66190-30052-LB,Lo Prado
73545-95526-BI,La Reina
76113-21657-JG,Tolten
17110-77557-OE,Cañete
77458-45616-NB,Coquimbo
72369-18870-BM,Arauco
17306-20118-DM,Providencia
32973-8912-DF,Putre
7352-51771-LI,Huara
59363-22220-BB,Curanilahue
6452-17822-EK,Lumaco
87802-30394-DN,Pelluhue
24300-87412-OE,Los Muermos
78741-44727-FO,Hualaihue
84409-37620-JM,Camarones
32240-74171-IA,Machali
96317-97547-LO,Retiro
75753-321-FF,Yungay
3358-94831-BA,Navidad
37735-62131-JB,Valparaiso
4247-17700-JF,Conchali
6994-40842-OK,El Quisco
54653-84569-MN,Curepto
34690-52166-NG,Ancud
14376-25779-BL,Castro
21645-3262-GA,Villa Alegre
82311-49637-FA,Portezuelo
99691-56568-JE,San Felipe
71074-72716-KJ,Paiguano
67468-97654-LE,Las Cabras
99232-36129-LH,Huara
54395-91261-BM,Lo Barnechea
63274-46858-HA,Los Lagos
19756-13882-ME,San Carlos
2875-17905-KB,Lo Barnechea
12231-41864-FD,Primavera
44569-40797-BN,San Joaquin
2009-40569-NH,Curepto
59838-38054-EF,Iquique
66194-80780-KG,Tortel
78197-74307-IO,Paiguano
58100-88997-MJ,Aisen
42810-88149-BE,Tucapel
60724-59989-GA,Pemuco
94375-18592-AH,Buin
56720-13605-HF,Rinconada
31211-6484-OL,El Carmen
9904-40844-AE,Las Cabras
55583-67614-IK,Maipu
3787-77201-LG,Colchane
31335-90865-JI,Ercilla
40775-69082-ML,Maria Pinto
22485-21891-MK,Placilla
46020-7277-IK,Curacavi
33263-21318-HJ,Casablanca
58528-93900-IH,Vicuña
92172-38987-MN,Quinchao
51281-62935-EL,Pedro Aguirre Cerda
50650-98742-OE,Quemchi
16282-60376-GJ,Contulmo
20719-78020-FK,Lota
36818-29007-HL,Requinoa
70371-14166-AK,Curepto
27463-75142-IN,Pica
84898-59420-AM,Empedrado
61634-55077-BG,Antartica
26237-71793-BM,San Fernando
44864-60575-KG,Penco
38890-29849-KA,Maullin
64226-10101-HN,Los Muermos
84117-50061-HO,Quirihue
82241-79722-HO,Panquehue
82706-63767-AG,Los Angeles
34054-84175-MF,Arica
89925-91544-ID,La Higuera
69254-16802-HD,Tucapel
7833-56471-NF,Corral
17021-99252-OO,Arauco
66188-51936-BK,Lumaco
51979-18019-NG,Puerto Octay
71761-45730-MK,Florida
92672-4531-JK,La Estrella
79366-80952-HF,Portezuelo
88698-66433-HB,San Pedro de la Paz
80844-98253-LE,Requinoa
26494-40318-IB,Paiguano
68465-1217-GG,Placilla
51519-22273-NM,Lanco
79221-3992-LE,Doñihue
81390-17336-JD,Quillon
57046-7315-MB,Lo Prado
78792-82852-GM,San Bernardo
95967-44437-MA,Treguaco
20847-75552-BI,Lo Prado
71572-37376-GK,Olivar
38827-22669-BB,Tirua
23708-20945-II,Puente Alto
55870-65137-DL,El Tabo
51298-36406-KH,Pumanque
18159-21178-NI,Futrono
56958-12503-MN,Las Condes
37750-69797-EB,Cholchol
